,Marca,Modelo,Año,Combustible,CV,Cilindros,Transmisión,Tracción,Puertas,Mercado,Tamaño,Estilo,Consumo Carretera,Consumo Ciudad,Popularidad,Precio
2145,0.0,1.0,2016,1.0,293.0,6.0,1.0,1.0,4,1.0,1.0,1.0,28.0,19.0,0.43620025673940954,35990.0
2146,0.0,1.0,2016,1.0,293.0,6.0,1.0,1.0,4,1.0,1.0,1.0,28.0,19.0,0.43620025673940954,32990.0
2147,0.0,1.0,2017,1.0,290.0,6.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.43620025673940954,38990.0
2148,0.0,1.0,2017,1.0,290.0,6.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.43620025673940954,31990.0
2149,0.0,1.0,2017,1.0,290.0,6.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.43620025673940954,44390.0
2170,0.0,1.0,2015,1.0,323.0,6.0,1.0,1.0,2,1.0,1.0,1.0,28.0,17.0,0.35019255455712456,29205.0
2171,0.0,1.0,2015,1.0,323.0,6.0,1.0,1.0,2,1.0,1.0,1.0,28.0,17.0,0.35019255455712456,31205.0
2173,0.0,1.0,2015,1.0,426.0,8.0,1.0,1.0,2,1.0,1.0,1.0,24.0,16.0,0.35019255455712456,42405.0
2174,0.0,1.0,2015,1.0,426.0,8.0,1.0,1.0,2,1.0,1.0,1.0,24.0,16.0,0.35019255455712456,39505.0
2175,0.0,1.0,2015,1.0,426.0,8.0,1.0,1.0,2,1.0,1.0,1.0,24.0,16.0,0.35019255455712456,33505.0
2176,0.0,1.0,2015,1.0,426.0,8.0,1.0,1.0,2,1.0,1.0,1.0,24.0,16.0,0.35019255455712456,37305.0
2177,0.0,1.0,2015,1.0,323.0,6.0,1.0,1.0,2,1.0,1.0,1.0,28.0,17.0,0.35019255455712456,26005.0
2178,0.0,1.0,2015,1.0,323.0,6.0,1.0,1.0,2,1.0,1.0,1.0,28.0,17.0,0.35019255455712456,35105.0
2179,0.0,1.0,2015,1.0,505.0,8.0,1.0,1.0,2,1.0,1.0,1.0,19.0,13.0,0.35019255455712456,72305.0
2183,0.0,1.0,2016,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,48300.0
2184,0.0,1.0,2016,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,21.0,0.35019255455712456,36800.0
2185,0.0,1.0,2016,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,41300.0
2186,0.0,1.0,2016,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,21.0,0.35019255455712456,32700.0
2187,0.0,1.0,2016,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,21.0,0.35019255455712456,25700.0
2188,0.0,1.0,2016,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,21.0,0.35019255455712456,29800.0
2189,0.0,1.0,2016,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,43300.0
2190,0.0,1.0,2016,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,36300.0
2191,0.0,1.0,2017,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,42905.0
2192,0.0,1.0,2017,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,47905.0
2193,0.0,1.0,2017,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,20.0,0.35019255455712456,35605.0
2194,0.0,1.0,2017,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,31.0,22.0,0.35019255455712456,32600.0
2195,0.0,1.0,2017,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,41905.0
2196,0.0,1.0,2017,1.0,455.0,8.0,1.0,1.0,2,1.0,1.0,1.0,25.0,16.0,0.35019255455712456,36905.0
2197,0.0,1.0,2017,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,20.0,0.35019255455712456,30405.0
2198,0.0,1.0,2017,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,31.0,22.0,0.35019255455712456,26600.0
2199,0.0,1.0,2017,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,20.0,0.35019255455712456,25905.0
2201,0.0,1.0,2017,1.0,275.0,4.0,1.0,1.0,2,1.0,1.0,1.0,30.0,20.0,0.35019255455712456,31905.0
2247,0.0,1.0,2015,1.0,268.0,6.0,1.0,1.0,4,1.0,1.0,1.0,31.0,21.0,0.51604621309371,31370.0
2255,0.0,1.0,2016,1.0,268.0,6.0,1.0,1.0,4,1.0,1.0,1.0,31.0,21.0,0.51604621309371,31370.0
2261,0.0,1.0,2017,1.0,268.0,6.0,1.0,1.0,4,1.0,1.0,1.0,30.0,21.0,0.51604621309371,31370.0
2294,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,26.0,18.0,0.13555840821566112,34280.0
2295,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,24.0,17.0,0.13555840821566112,35020.0
2296,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,24.0,17.0,0.13555840821566112,38110.0
2297,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,24.0,17.0,0.13555840821566112,37810.0
2303,0.0,1.0,2016,1.0,200.0,4.0,1.0,1.0,4,1.0,0.0,1.0,27.0,20.0,0.13555840821566112,29245.0
2306,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,26.0,18.0,0.13555840821566112,30765.0
2308,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,26.0,18.0,0.13555840821566112,33460.0
2309,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,4,1.0,0.0,1.0,24.0,17.0,0.13555840821566112,34720.0
2318,0.0,1.0,2013,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,24155.0
2319,0.0,1.0,2013,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,29615.0
2320,0.0,1.0,2013,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,25770.0
2321,0.0,1.0,2013,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,24940.0
2322,0.0,1.0,2014,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,25145.0
2323,0.0,1.0,2014,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,24360.0
2324,0.0,1.0,2014,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,25975.0
2325,0.0,1.0,2014,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,29495.0
2326,0.0,1.0,2015,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,25985.0
2327,0.0,1.0,2015,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,29505.0
2328,0.0,1.0,2015,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,25155.0
2329,0.0,1.0,2015,1.0,180.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.35019255455712456,24370.0
2330,0.0,1.0,2005,1.0,150.0,4.0,1.0,1.0,4,1.0,1.0,1.0,24.0,17.0,0.46983311938382544,18380.0
2333,0.0,1.0,2006,1.0,180.0,6.0,1.0,1.0,4,1.0,1.0,1.0,24.0,17.0,0.46983311938382544,20130.0
2334,0.0,1.0,2006,1.0,150.0,4.0,1.0,1.0,4,1.0,1.0,1.0,24.0,17.0,0.46983311938382544,18630.0
2337,0.0,1.0,2007,1.0,170.0,6.0,1.0,1.0,4,1.0,0.0,1.0,24.0,17.0,0.46983311938382544,20555.0
2338,0.0,1.0,2007,1.0,150.0,4.0,1.0,1.0,4,1.0,0.0,1.0,24.0,17.0,0.46983311938382544,19055.0
2349,0.0,1.0,2001,1.0,200.0,6.0,1.0,1.0,4,1.0,1.0,1.0,22.0,16.0,0.4115532734274711,31305.0
2370,0.0,1.0,2015,1.0,420.0,6.0,1.0,0.0,4,1.0,1.0,1.0,24.0,17.0,0.43491655969191273,74100.0
2372,0.0,1.0,2015,0.0,240.0,6.0,1.0,0.0,4,1.0,1.0,1.0,29.0,20.0,0.43491655969191273,61700.0
2374,0.0,1.0,2016,1.0,420.0,6.0,1.0,0.0,4,1.0,1.0,1.0,24.0,17.0,0.43491655969191273,74800.0
2376,0.0,1.0,2016,1.0,300.0,6.0,1.0,0.0,4,1.0,1.0,1.0,24.0,19.0,0.43491655969191273,58300.0
2378,0.0,1.0,2016,0.0,240.0,6.0,1.0,0.0,4,1.0,1.0,1.0,29.0,20.0,0.43491655969191273,62300.0
2380,0.0,1.0,2017,1.0,300.0,6.0,1.0,0.0,4,1.0,1.0,1.0,24.0,18.0,0.43491655969191273,59600.0
2383,0.0,1.0,2017,1.0,420.0,6.0,1.0,0.0,4,1.0,1.0,1.0,24.0,17.0,0.43491655969191273,76200.0
2384,0.0,1.0,2006,1.0,295.0,6.0,1.0,1.0,2,1.0,0.0,1.0,26.0,18.0,0.43491655969191273,58900.0
2385,0.0,1.0,2014,1.0,275.0,6.0,1.0,1.0,2,1.0,0.0,1.0,30.0,20.0,0.43491655969191273,52600.0
2386,0.0,1.0,2014,1.0,325.0,6.0,1.0,1.0,2,1.0,0.0,1.0,28.0,20.0,0.43491655969191273,63800.0
2387,0.0,1.0,2015,1.0,325.0,6.0,1.0,1.0,2,1.0,0.0,1.0,28.0,20.0,0.43491655969191273,63800.0
2388,0.0,1.0,2015,1.0,340.0,6.0,1.0,1.0,2,1.0,0.0,1.0,26.0,19.0,0.43491655969191273,75200.0
2389,0.0,1.0,2015,1.0,275.0,6.0,1.0,1.0,2,1.0,0.0,1.0,30.0,20.0,0.43491655969191273,52600.0
2390,0.0,1.0,2016,1.0,325.0,6.0,1.0,1.0,2,1.0,0.0,1.0,28.0,20.0,0.43491655969191273,64100.0
2391,0.0,1.0,2016,1.0,340.0,6.0,1.0,1.0,2,1.0,0.0,1.0,26.0,19.0,0.43491655969191273,75200.0
2392,0.0,1.0,2016,1.0,275.0,6.0,1.0,1.0,2,1.0,0.0,1.0,30.0,20.0,0.43491655969191273,52600.0
2393,0.0,1.0,2015,1.0,200.0,4.0,1.0,1.0,4,1.0,1.0,1.0,32.0,21.0,0.21874197689345315,34275.0
2394,0.0,1.0,2015,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,34095.0
2395,0.0,1.0,2015,1.0,200.0,4.0,1.0,1.0,4,1.0,1.0,1.0,32.0,21.0,0.21874197689345315,32995.0
2396,0.0,1.0,2015,1.0,280.0,6.0,0.0,0.0,4,1.0,1.0,1.0,25.0,17.0,0.21874197689345315,43575.0
2398,0.0,1.0,2015,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,38085.0
2399,0.0,1.0,2015,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,35375.0
2404,0.0,1.0,2016,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,32670.0
2405,0.0,1.0,2016,1.0,200.0,4.0,1.0,1.0,4,1.0,1.0,1.0,32.0,21.0,0.21874197689345315,34655.0
2406,0.0,1.0,2016,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,35755.0
2407,0.0,1.0,2016,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,37820.0
2408,0.0,1.0,2016,1.0,280.0,6.0,0.0,0.0,4,1.0,1.0,1.0,25.0,17.0,0.21874197689345315,44355.0
2411,0.0,1.0,2016,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,34475.0
2414,0.0,1.0,2016,1.0,200.0,4.0,1.0,1.0,4,1.0,1.0,1.0,32.0,21.0,0.21874197689345315,31570.0
2419,0.0,1.0,2017,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,37820.0
2421,0.0,1.0,2017,1.0,200.0,4.0,0.0,1.0,4,1.0,1.0,1.0,31.0,22.0,0.21874197689345315,34475.0
2427,0.0,1.0,2003,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,33.0,25.0,0.51604621309371,18140.0
2428,0.0,1.0,2003,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,29.0,20.0,0.51604621309371,22005.0
2429,0.0,1.0,2003,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,27.0,20.0,0.51604621309371,22705.0
2430,0.0,1.0,2003,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,23.0,0.51604621309371,17340.0
2431,0.0,1.0,2004,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,23.0,0.51604621309371,19535.0
2432,0.0,1.0,2004,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,28.0,22.0,0.51604621309371,22935.0
2433,0.0,1.0,2004,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,28.0,22.0,0.51604621309371,24810.0
2434,0.0,1.0,2004,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,21.0,0.51604621309371,22235.0
2435,0.0,1.0,2004,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,33.0,25.0,0.51604621309371,18370.0
2436,0.0,1.0,2004,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,23.0,0.51604621309371,17570.0
2437,0.0,1.0,2004,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,33.0,25.0,0.51604621309371,20335.0
2438,0.0,1.0,2004,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,21.0,0.51604621309371,24110.0
2439,0.0,1.0,2005,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,23.0,0.51604621309371,17670.0
2440,0.0,1.0,2005,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,30.0,21.0,0.51604621309371,22335.0
2441,0.0,1.0,2005,1.0,180.0,4.0,1.0,1.0,2,1.0,0.0,0.0,28.0,22.0,0.51604621309371,23035.0
2442,0.0,1.0,2005,1.0,140.0,4.0,1.0,1.0,2,1.0,0.0,0.0,33.0,25.0,0.51604621309371,18470.0
2446,0.0,1.0,2015,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,31995.0
2447,0.0,1.0,2015,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,42595.0
2448,0.0,1.0,2015,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,35795.0
2449,0.0,1.0,2015,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,37995.0
2450,0.0,1.0,2015,1.0,305.0,6.0,1.0,1.0,2,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,29995.0
2451,0.0,1.0,2015,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,38795.0
2453,0.0,1.0,2015,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,45695.0
2454,0.0,1.0,2015,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,34995.0
2455,0.0,1.0,2015,1.0,305.0,6.0,1.0,1.0,2,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,26995.0
2456,0.0,1.0,2016,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,31995.0
2457,0.0,1.0,2016,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,49195.0
2458,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,2,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,29995.0
2459,0.0,1.0,2016,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,37995.0
2460,0.0,1.0,2016,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,34995.0
2461,0.0,1.0,2016,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,38995.0
2462,0.0,1.0,2016,1.0,305.0,6.0,1.0,1.0,2,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,26995.0
2464,0.0,1.0,2016,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,42795.0
2465,0.0,1.0,2016,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,35995.0
2466,0.0,1.0,2017,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,35890.0
2467,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,37995.0
2468,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,49195.0
2469,0.0,1.0,2017,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,36890.0
2471,0.0,1.0,2017,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,32890.0
2472,0.0,1.0,2017,1.0,305.0,6.0,1.0,1.0,2,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,26995.0
2473,0.0,1.0,2017,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,39890.0
2474,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,42795.0
2475,0.0,1.0,2017,1.0,305.0,6.0,1.0,1.0,2,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,29995.0
2476,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,14.0,0.46983311938382544,43995.0
2477,0.0,1.0,2017,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,37390.0
2478,0.0,1.0,2017,1.0,375.0,8.0,1.0,1.0,2,1.0,1.0,1.0,23.0,15.0,0.46983311938382544,40140.0
2479,0.0,1.0,2015,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,47995.0
2480,0.0,1.0,2015,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,39995.0
2482,0.0,1.0,2015,1.0,370.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.46983311938382544,33595.0
2484,0.0,1.0,2015,1.0,370.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.46983311938382544,36595.0
2490,0.0,1.0,2016,1.0,292.0,6.0,1.0,1.0,4,1.0,1.0,1.0,31.0,19.0,0.46983311938382544,29995.0
2491,0.0,1.0,2016,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,39995.0
2492,0.0,1.0,2016,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,50995.0
2493,0.0,1.0,2016,1.0,370.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.46983311938382544,36895.0
2495,0.0,1.0,2016,1.0,370.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.46983311938382544,33895.0
2498,0.0,1.0,2017,1.0,370.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.46983311938382544,34790.0
2499,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,51145.0
2502,0.0,1.0,2017,1.0,292.0,6.0,1.0,1.0,4,1.0,1.0,1.0,30.0,19.0,0.46983311938382544,29995.0
2503,0.0,1.0,2017,1.0,370.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.46983311938382544,39890.0
2504,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,44995.0
2506,0.0,1.0,2017,1.0,485.0,8.0,1.0,1.0,4,1.0,1.0,1.0,25.0,15.0,0.46983311938382544,39995.0
2546,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,4,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,24590.0
2548,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,2,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,23090.0
2550,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,2,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,22890.0
2553,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,2,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,24390.0
2555,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,4,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,23290.0
2564,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,2,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,24590.0
2567,0.0,1.0,2015,1.0,205.0,4.0,1.0,1.0,4,1.0,0.0,1.0,31.0,22.0,0.5599486521181002,23090.0
2586,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,4,1.0,0.0,1.0,39.0,30.0,0.5599486521181002,19700.0
2587,0.0,1.0,2017,1.0,180.0,4.0,1.0,1.0,4,1.0,0.0,1.0,39.0,30.0,0.5599486521181002,21300.0
2588,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,4,1.0,0.0,1.0,40.0,31.0,0.5599486521181002,25300.0
2589,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,4,1.0,0.0,1.0,40.0,31.0,0.5599486521181002,22800.0
2590,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,4,1.0,0.0,1.0,40.0,31.0,0.5599486521181002,20500.0
2591,0.0,1.0,2017,1.0,180.0,4.0,1.0,1.0,4,1.0,0.0,1.0,36.0,30.0,0.5599486521181002,22100.0
2593,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,2,1.0,0.0,1.0,40.0,31.0,0.5599486521181002,26225.0
2595,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,2,1.0,0.0,1.0,40.0,31.0,0.5599486521181002,23525.0
2597,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,4,1.0,1.0,1.0,42.0,31.0,0.5599486521181002,21500.0
2601,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,2,1.0,0.0,1.0,40.0,31.0,0.5599486521181002,22400.0
2610,0.0,1.0,2017,1.0,174.0,4.0,1.0,1.0,2,1.0,0.0,1.0,41.0,30.0,0.5599486521181002,21600.0
2687,0.0,1.0,2015,1.0,208.0,4.0,0.0,1.0,4,1.0,1.0,1.0,38.0,26.0,0.15301668806161747,31500.0
2688,0.0,1.0,2015,1.0,208.0,4.0,0.0,0.0,4,1.0,1.0,1.0,32.0,24.0,0.15301668806161747,33500.0
2689,0.0,1.0,2015,1.0,355.0,4.0,0.0,0.0,4,1.0,1.0,1.0,31.0,23.0,0.15301668806161747,48500.0
2690,0.0,1.0,2016,1.0,208.0,4.0,0.0,1.0,4,1.0,1.0,1.0,38.0,26.0,0.15301668806161747,32050.0
2691,0.0,1.0,2016,1.0,375.0,4.0,0.0,0.0,4,1.0,1.0,1.0,31.0,23.0,0.15301668806161747,49500.0
2692,0.0,1.0,2016,1.0,208.0,4.0,0.0,0.0,4,1.0,1.0,1.0,33.0,24.0,0.15301668806161747,34050.0
2693,0.0,1.0,2017,1.0,208.0,4.0,1.0,1.0,4,1.0,1.0,1.0,38.0,26.0,0.15301668806161747,32400.0
2694,0.0,1.0,2017,1.0,208.0,4.0,1.0,0.0,4,1.0,1.0,1.0,32.0,23.0,0.15301668806161747,34400.0
2695,0.0,1.0,2017,1.0,375.0,4.0,1.0,0.0,4,1.0,1.0,1.0,30.0,23.0,0.15301668806161747,49950.0
2696,0.0,1.0,2001,1.0,225.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,29980.0
2697,0.0,1.0,2001,1.0,225.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,27980.0
2698,0.0,1.0,2002,1.0,225.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,28030.0
2699,0.0,1.0,2002,1.0,225.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,30030.0
2700,0.0,1.0,2003,1.0,260.0,6.0,1.0,1.0,2,1.0,1.0,1.0,26.0,17.0,0.046983311938382545,32700.0
2701,0.0,1.0,2003,1.0,260.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,30550.0
2702,0.0,1.0,2003,1.0,225.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,30350.0
2703,0.0,1.0,2003,1.0,225.0,6.0,1.0,1.0,2,1.0,1.0,1.0,27.0,17.0,0.046983311938382545,28200.0
2704,0.0,1.0,2003,1.0,260.0,6.0,1.0,1.0,2,1.0,1.0,1.0,26.0,17.0,0.046983311938382545,30550.0
2707,0.0,1.0,2007,1.0,268.0,6.0,1.0,1.0,2,1.0,0.0,1.0,25.0,17.0,0.15301668806161747,54200.0
2709,0.0,1.0,2007,1.0,268.0,6.0,1.0,1.0,2,1.0,0.0,1.0,25.0,17.0,0.15301668806161747,46200.0
2710,0.0,1.0,2007,1.0,382.0,8.0,1.0,1.0,2,1.0,0.0,1.0,22.0,15.0,0.15301668806161747,62900.0
2711,0.0,1.0,2007,1.0,382.0,8.0,1.0,1.0,2,1.0,0.0,1.0,22.0,15.0,0.15301668806161747,54900.0
2712,0.0,1.0,2008,1.0,268.0,6.0,1.0,1.0,2,1.0,0.0,1.0,25.0,17.0,0.15301668806161747,46450.0
2713,0.0,1.0,2008,1.0,382.0,8.0,1.0,1.0,2,1.0,0.0,1.0,22.0,15.0,0.15301668806161747,55150.0
2715,0.0,1.0,2008,1.0,382.0,8.0,1.0,1.0,2,1.0,0.0,1.0,21.0,15.0,0.15301668806161747,63200.0
2717,0.0,1.0,2008,1.0,268.0,6.0,1.0,1.0,2,1.0,0.0,1.0,25.0,17.0,0.15301668806161747,54500.0
2718,0.0,1.0,2009,1.0,268.0,6.0,1.0,1.0,2,1.0,1.0,1.0,25.0,17.0,0.15301668806161747,56100.0
2719,0.0,1.0,2009,1.0,382.0,8.0,1.0,1.0,2,1.0,1.0,1.0,21.0,15.0,0.15301668806161747,64800.0
